match_id,team_id,team_name,player_id,player_name,playing_time,goals,assists,own_goals,total_shots,shots_on_target,rfoot_shots,lfoot_shots,header_shots,fouls,offsides,yellow_cards,red_cards,total_passes,acc_passes,pass_accuracy
2057973,9598,Croatia,14812,I. Perišić,5757.7,0,0,0,1,0,1,0,0,1,1,0,0,37,30,0.81
2057973,9598,Croatia,14943,M. Mandžukić,5209.2,0,0,0,2,0,0,0,2,3,0,0,0,23,15,0.65
2057973,9598,Croatia,25393,D. Lovren,5757.7,0,0,0,0,0,0,0,0,1,0,0,0,56,49,0.88
2057973,9598,Croatia,69396,D. Vida,5757.7,0,0,0,0,0,0,0,0,0,0,0,0,39,34,0.87
2057973,9598,Croatia,69404,M. Kovačić,1028.5,0,0,0,1,1,1,0,0,0,0,0,0,3,3,1.0
2057973,9598,Croatia,69409,Š. Vrsaljko,5757.7,0,0,0,1,0,1,0,0,1,0,0,0,37,31,0.84
2057973,9598,Croatia,69411,A. Kramarić,3709.2,0,0,0,2,0,1,0,1,0,1,0,0,18,11,0.61
2057973,9598,Croatia,69616,A. Rebić,4729.2,0,0,0,1,0,1,0,0,5,0,0,0,31,21,0.68
2057973,9598,Croatia,69968,M. Brozović,2048.5,0,0,0,0,0,0,0,0,2,0,1,0,27,26,0.96
2057973,9598,Croatia,105361,I. Strinić,5757.7,0,0,0,0,0,0,0,0,1,0,0,0,45,34,0.76
2057973,9598,Croatia,135747,D. Subašić,5757.7,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0.95
2057973,9598,Croatia,135810,M. Pjaca,548.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.67
2057973,16823,Nigeria,5295,O. Ighalo,4429.2,0,0,0,2,1,0,1,1,3,0,0,0,7,5,0.71
2057973,16823,Nigeria,7898,J. Obi Mikel,5329.2,0,0,0,0,0,0,0,0,1,0,0,0,40,34,0.85
2057973,16823,Nigeria,8625,V. Moses,5757.7,0,0,0,3,0,2,1,0,2,0,0,0,32,21,0.66
2057973,16823,Nigeria,11093,W. Troost-Ekong,5757.7,0,0,0,0,0,0,0,0,2,0,1,0,51,46,0.9
2057973,16823,Nigeria,16443,L. Balogun,5757.7,0,0,0,1,1,0,0,1,1,0,0,0,43,35,0.81
2057973,16823,Nigeria,72397,Simy,428.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0
2057973,16823,Nigeria,101606,A. Musa,1988.5,0,0,0,0,0,0,0,0,1,0,0,0,7,5,0.71
2057973,16823,Nigeria,209792,B. Idowu,5757.7,0,0,0,0,0,0,0,0,0,0,0,0,27,20,0.74
2057973,16823,Nigeria,230020,A. Iwobi,3769.2,0,0,0,3,0,3,0,0,1,0,0,0,21,17,0.81
2057973,16823,Nigeria,265366,W. Ndidi,5757.7,0,0,0,0,0,0,0,0,1,0,0,0,40,39,0.98
